add-m,1,10000,20000,695503,69,0
add-m,2,10000,40000,1298023,129,0
add-m,4,10000,80000,5892157,589,0
add-m,8,10000,160000,25465214,2546,0
add-m,12,10000,240000,38191434,3819,0
add-s,1,10000,20000,397714,39,0
add-s,2,10000,40000,2792500,279,0
add-s,4,10000,80000,16947130,1694,0
add-s,8,10000,160000,27890713,2789,0
add-s,12,10000,240000,50101277,5010,0
list-none-m,1,1000,1,3000,4521204,1507,43
list-none-m,2,1000,1,6000,24157397,4026,4041
list-none-m,4,1000,1,12000,90870635,7572,21757
list-none-m,8,1000,1,24000,284965594,11873,76500
list-none-m,12,1000,1,36000,700863912,19468,176662
list-none-m,16,1000,1,48000,1537362472,32028,420905
list-none-m,24,1000,1,72000,3600856107,50011,1021875
list-none-s,1,1000,1,3000,3456535,1152
list-none-s,2,1000,1,6000,19939447,3323
list-none-s,4,1000,1,12000,87301184,7275
list-none-s,8,1000,1,24000,487014486,20292
list-none-s,12,1000,1,36000,1604246263,44562
list-none-s,16,1000,1,48000,4517838061,94121
list-none-s,24,1000,1,72000,15723401267,218380
list-id-none,1,1,4,3,111340,37113
list-id-none,1,2,4,6,104425,17404
list-id-none,1,4,4,12,103391,8615
list-id-none,1,8,4,24,110804,4616
list-id-none,1,16,4,48,116972,2436
list-id-none,4,1,4,12,525313,43776
list-id-none,4,2,4,24,257766,10740
list-id-none,4,4,4,48,123861,2580
list-id-none,4,8,4,96,126121,1313
list-id-none,4,16,4,192,110504,575
list-id-none,8,1,4,24,600420,25017
list-id-none,8,2,4,48,459029,9563
list-id-none,8,4,4,96,204142,2126
list-id-none,12,1,4,36,603976,16777
list-id-none,12,2,4,72,936669,13009
list-id-none,12,4,4,144,641962,4458
list-id-none,16,1,4,48,559840,11663
list-id-none,16,2,4,96,964451,10046
list-id-none,16,4,4,192,599796,3123
list-id-m,1,10,4,30,80281,2676,90
list-id-m,1,20,4,60,78169,1302,59
list-id-m,1,40,4,120,105983,883,50
list-id-m,1,80,4,240,137813,574,45
list-id-m,4,10,4,120,166148,1384,114
list-id-m,4,20,4,240,150147,625,377
list-id-m,4,40,4,480,323187,673,773
list-id-m,4,80,4,960,459035,478,694
list-id-m,8,10,4,240,1177632,4906,199
list-id-m,8,20,4,480,309257,644,1018
list-id-m,8,40,4,960,495728,516,1674
list-id-m,8,80,4,1920,1061996,553,2195
list-id-m,12,10,4,360,507395,1409,171
list-id-m,12,20,4,720,599820,833,350
list-id-m,12,40,4,1440,898917,624,3671
list-id-m,12,80,4,2880,1941253,674,5066
list-id-m,16,10,4,480,570017,1187,271
list-id-m,16,20,4,960,666858,694,641
list-id-m,16,40,4,1920,1327455,691,6540
list-id-m,16,80,4,3840,2892122,753,8239
list-id-s,1,10,4,30,54444,1814
list-id-s,1,20,4,60,61505,1025
list-id-s,1,40,4,120,75134,626
list-id-s,1,80,4,240,116569,485
list-id-s,4,10,4,120,100806,840
list-id-s,4,20,4,240,256062,1066
list-id-s,4,40,4,480,161942,337
list-id-s,4,80,4,960,305335,318
list-id-s,8,10,4,240,563086,2346
list-id-s,8,20,4,480,590856,1230
list-id-s,8,40,4,960,519259,540
list-id-s,8,80,4,1920,724618,377
list-id-s,12,10,4,360,929432,2581
list-id-s,12,20,4,720,881236,1223
list-id-s,12,40,4,1440,17656993,12261
list-id-s,12,80,4,2880,27405534,9515
list-id-s,16,10,4,480,94401492,196669
list-id-s,16,20,4,960,942354,981
list-id-s,16,40,4,1920,28793558,14996
list-id-s,16,80,4,3840,22700945,5911
list-none-m,1,1000,1,3000,4535770,1511,39
list-none-m,1,1000,4,3000,1493162,497,41
list-none-m,1,1000,8,3000,969709,323,40
list-none-m,1,1000,16,3000,773313,257,41
list-none-m,2,1000,1,6000,23601403,3933,3952
list-none-m,2,1000,4,6000,5925580,987,520
list-none-m,2,1000,8,6000,3357516,559,254
list-none-m,2,1000,16,6000,1960765,326,137
list-none-m,4,1000,1,12000,93935733,7827,22131
list-none-m,4,1000,4,12000,13569232,1130,2068
list-none-m,4,1000,8,12000,6565439,547,719
list-none-m,4,1000,16,12000,3130690,260,267
list-none-m,8,1000,1,24000,340826484,14201,95464
list-none-m,8,1000,4,24000,52007112,2166,11020
list-none-m,8,1000,8,24000,20970148,873,3365
list-none-m,8,1000,16,24000,9287421,386,1081
list-none-m,16,1000,1,48000,1267290775,26401,355207
list-none-m,16,1000,4,48000,172357894,3590,45380
list-none-m,16,1000,8,48000,62031052,1292,13715
list-none-m,16,1000,16,48000,28404436,591,5177
list-none-s,1,1000,1,3000,3456451,1152
list-none-s,1,1000,4,3000,1241421,413
list-none-s,1,1000,8,3000,749851,249
list-none-s,1,1000,16,3000,543287,181
list-none-s,2,1000,1,6000,20753439,3458
list-none-s,2,1000,4,6000,4655888,775
list-none-s,2,1000,8,6000,2287528,381
list-none-s,2,1000,16,6000,1502833,250
list-none-s,4,1000,1,12000,80861855,6738
list-none-s,4,1000,4,12000,12510291,1042
list-none-s,4,1000,8,12000,3910576,325
list-none-s,4,1000,16,12000,3054089,254
list-none-s,8,1000,1,24000,467365359,19473
list-none-s,8,1000,4,24000,48534033,2022
list-none-s,8,1000,8,24000,14247793,593
list-none-s,8,1000,16,24000,6136182,255
list-none-s,16,1000,1,48000,3383714676,70494
list-none-s,16,1000,4,48000,444435767,9259
list-none-s,16,1000,8,48000,96009551,2000
list-none-s,16,1000,16,48000,42112598,877
